content,date
"Euro Markets: EUAs surge to 5-week high on technical buying, shrugging off weaker energy. EUAs surged above a number of strong resistance levels to a five-week high on Wednesday, even as natural gas prices dropped more than 10% amid growing flows from Russia.",11-November-2021 
COP26: Ukraine grapples with carbon pricing as pledges risk running hollow. The launch of a Ukrainian carbon market appears uncertain as the country examines several options to put an adequate price on emissions while averting political opposition and the EU’s border measures.,11-November-2021 
"COP26: Roundup for Day 9 – Nov. 10. Midway through the second week of COP26, and much is still left to be done. We follow the latest developments here and update continually throughout the day.",10-November-2021 
"CEZ reports coal output cut as puts asset sale on hold. Czech utility CEZ saw its coal power output drop 18% over the first nine months of 2021 amid asset divestments, the company said on Tuesday, though it halted the sale of its Polish assets.",10-November-2021 
"Euro Markets: EUAs retreat from early gains amid Russian gas flows. EUAs gave back their intraday gains for a fourth straight day on Tuesday, as gas prices fell on news that Russia had kept its word and was increasing piped flows into Europe.",10-November-2021 
"COP26: Roundup for Day 8 – Nov. 9. It’s Science Day in Glasgow, while negotiations carry on under the guidance of ministers appointed by the UK COP26 Presidency.",9-November-2021 
"Euro Markets: EUAs, energy gains on Russian gas no-show. EU carbon prices edged higher on Monday as the wider energy complex rose amid a lack of anticipated additional supply from Russia.",9-November-2021 
"COP26: Roundup for Day 7 – Nov. 8. Negotiators at COP26 in Glasgow enter the second week of the talks, with hopes of further progress as ministers get involved. We are tracking developments here.",8-November-2021 
"UK considering carbon border adjustment mechanism to shield against leakage -env. sec.. The UK is following the EU’s lead and is considering a carbon border adjustment mechanism to protect industry from carbon leakage, the country’s environment secretary said Sunday.",8-November-2021 
"German domestic CO2 price should double because transport emissions going in “wrong direction” -env. agency boss. Germany’s domestic carbon price should be at least doubled from 2022 as the country’s transport emissions are “heading in the wrong direction”, the German environment agency’s boss has said.",6-November-2021 
"Euro Markets: EUAs unable to stick above €61 for second day, notching 1.2% weekly rise. EUAs posted another long-wicked daily candle after failing to hold above €60 on Friday, with the benchmark contract notching a modest 1.2% rise for the week.",6-November-2021 
"Uniper’s capped European emissions rise 38% amid energy price surge, while Enel also ups fossil generation. Germany-based utility Uniper saw its ETS-covered emissions surge during Q3 as some of its coal facilities powered up, while Italy’s Enel reported less of a rise in its fossil-fuel fired-generation.",6-November-2021 
UPDATE – Major London-based exchanges make first foray into voluntary carbon market  . Two major London-based exchanges have announced plans to launch products that will give buyers access to the fast-growing voluntary carbon market.,5-November-2021 
"COP26: Roundup for Day 5 – Nov. 5. Delegates at COP26 in Glasgow are nearing the end of the first week, but with everything still in play on issues such as the future of carbon markets.",5-November-2021 
Irish government unveils “transformational” strategy to help it catch up with climate goals. The Irish government has unveiled a new climate change strategy that it said will help it halve the country’s GHG emissions by 2030 and to achieve net zero by mid-century.,5-November-2021 
"COP26: Steel decarbonisation rises on int’l agenda as border measures eyed. High-level initiatives promoting ‘near-zero steel’ at COP26 talks this week have helped shift discussions away from technology-agnostic emissions targets, with a growing club of supportive nations showing signs of a parallel push to impose border measures on dirtier producers.",5-November-2021 
"Euro Markets: EUAs fail to hold above technical resistance after hitting 3-week high. EUAs broke above persistent resistance to reach a three-week high near €61.50, but selling once again emerged to push prices back to the €59-60 range they have occupied for much of the past few weeks.",5-November-2021 
"COP26: Roundup for Day 4 – Nov. 4. Day 4 of COP26 in Glasgow is Energy Day, while delegates continue technical negotiations on all issues in closed sessions.",4-November-2021 
First equity exchange-traded carbon allowances launch in London. The first ever exchange-traded commodity offering investors exposure to physical carbon allowances only will launch on the London Stock Exchange (LSE) on Thursday.,4-November-2021 
"Euro Markets: EUAs climb but held at resistance as wider energy complex extends rally. EUAs climbed on Wednesday to test a major price level for the fifth time in the last fortnight, while energy prices soared to extend Tuesday’s rally.",4-November-2021 
"UK releases 2022 carbon allowance auction calendar. The UK government will auction 80.5 million carbon allowances under its emissions trading system next year, marking an almost 4% drop from this year’s volumes, sale hosts ICE said late Wednesday.",4-November-2021 
"Euro Markets: EUAs climb to five-day high as gas markets rally on renewed supply worries. EUA prices rallied to a five-day high in volatile trade on Monday, as energy markets clawed back most of their losses from yesterday amid revived concerns over gas supply to Europe.",3-November-2021 
"COP26 – ANALYSIS: EU’s carbon border plans test alliance with poorer nations. The EU’s proposed carbon border adjustment measure (CBAM) risks straining the bloc’s alliance with the world’s poorest nations as COP26 UN talks kicked off in Glasgow this week, with lawmakers considering ways of appeasing their partners while keeping the flagship climate measure.",2-November-2021 
"US, EU strike metals tariff deal viewed as move towards sectoral climate ‘club’. The US and the EU on Sunday agreed to end Trump-era tariffs on steel and aluminium and vowed to work towards a broader global arrangement that would penalise countries that don’t meet low-carbon targets.",2-November-2021 
Euro Markets: EUAs fall to 1-week low below €57 as gas reverses course. EU carbon fell back from a two-week high to its lowest for more than a week on Monday as traders were caught out when rising gas prices reversed course despite strongly bullish developments.,2-November-2021 
Swiss aviation carbon permit sale clears at record high. Switzerland’s second ever aviation carbon allowance auction has cleared at an all-time high.,1-November-2021 
"Death of key Article 6 negotiator to weigh heavily at COP26. As delegates descend on Glasgow next week to attempt to finalise the Paris Agreement’s Article 6, the absence of one long-time carbon markets negotiator who died tragically earlier this year from COVID-19 will weigh heavily on their work.",30-October-2021 
"Euro Markets: EUAs post modest monthly loss amid biggest price fluctuations since 2006. EUA prices ended little changed on Friday to post a modest month-on-month loss for October even as the market recorded its highest monthly volatility in more than 15 years, with the benchmark contract posting a high-low range of more than €11.",30-October-2021 
"Utility RWE sees ETS-covered emissions rise nearly 24%. Germany-based utility RWE, the EU’s top corporate emitter, reported a 23.5% jump in its ETS-covered thermal power output for the first nine months of the year, it said late Thursday.",29-October-2021 
"Euro Markets: EUAs drop to five-day low as gas slides on supply expectations. EUAs struggled to recover early losses on Thursday after a sharp drop at the open, as energy markets reacted to reports that Russia may boost natural gas supplies to Europe from early next month.",29-October-2021 
"UK firm launches small-scale CCUS technology, eyeing $30/tCO2 cost. A British company has launched what it claims is the world’s smallest industrial carbon capture solution, a technology aiming to overcome a key barrier to widespread CCUS adoption and industrial decarbonisation, the company said on Thursday.",28-October-2021 
Euro Markets: EUAs shrug off early losses to test recent highs. Carbon prices climbed late in the day on Wednesday to flirt with their recent highs after drifting in concert with energy markets in the morning amid a slowdown in trading activity.,28-October-2021 
"EU banking capital proposal eases fears over carbon trading, says trade group. EU proposals for applying international banking rules are likely to shield the bloc’s carbon market from being impacted by higher capital costs for banks, a financial industry body said on Wednesday. ",28-October-2021 
"EU emissions drop 10% amid pandemic restrictions as renewables rise to top. EU greenhouse gas emissions fell 10% in 2020 as pandemic restrictions curbed factory and transport output, while renewables overtook fossil fuels for the first time in the bloc’s power mix.",27-October-2021 
"By the numbers: A snapshot of the EU ETS – 2020-21 edition. The European Commission on Tuesday released its annual report on the functioning of the EU ETS, which covered the market’s developments in 2020 and into 2021.",27-October-2021 
"Euro Markets: EUAs test resistance at €60 as energy gives up early gains. EUAs forged higher on Tuesday to test technical resistance levels in thin trade, while energy prices gave up early gains amid signs of progress on the approval of the Nord Stream 2 pipeline.",27-October-2021 
"Spain refines ideas to curb EU ETS speculation, EU remains split on energy market action. Spain has unveiled several ideas for curbing EU ETS speculation as part of wider proposals to reform the bloc’s energy market, with Madrid urging the EU to explore the plans as part of its work to amend the Fit for 55 climate policy package.",26-October-2021 
"Euro Markets: EUAs edge higher in illiquid market as energy firms. EUA prices post a modest increase on Monday in relatively thin trading, as natural gas prices rose on reduced pipeline flows despite predictions of milder weather.",26-October-2021 
"Euro Markets: EUAs post 2% weekly drop despite marginal Friday advance. EUAs rose to a one-week high early on Friday but ended up shedding 2% week-on-week, as late profit-taking cancelled out the strongest daily auction in more than two months.",23-October-2021 
"EU leaders postpone decision on energy crisis, ETS intervention. EU leaders postponed a decision on bloc-wide measures to tackle surging energy prices and ETS speculation late on Thursday, tasking their energy ministers to reach agreement as soon as next week.",22-October-2021 
"Euro Markets: Carbon shakes off energy weakness to consolidate below key resistance. EUAs shrugged off weakness in energy markets on Thursday to consolidate below key resistance in their narrowest trading range in a week, after prices had fluctuated by an average €3.43 over the previous three days.",22-October-2021 
"EU’s east-west wealth divide may widen if climate overhaul falters – think-tank. The EU’s central and eastern (CEE) nations must deeply commit to the bloc’s wide-ranging European Green Deal (EGD) or risk falling further behind wealthier western member states, a think-tank said in a report published on Wednesday.",21-October-2021 
"Heavy industries urge EU leaders to step in to ease energy crisis. The EU’s energy intensive industries on Wednesday urged EU leaders to lean on gas suppliers to help ease the current price surge, and to act to avoid sudden increases in carbon prices in future.",21-October-2021 
"Euro Markets: EUAs, UKAs rally sharply after Tuesday’s “overdone” sell-off. EUAs recovered early on Wednesday after the previous session’s 8% plunge, as many traders saw the drop overdone and some industrial buyers looked to take advantage of the lower prices.",21-October-2021 
"Earlier German coal phaseout to shave 120 Mt from EU ETS emissions -analysts. Bringing Germany’s coal phaseout deadline forward by eight years would slash European emissions by around 120 million tonnes this decade, with the bulk of the reductions seen during the final four years.",21-October-2021 
"ANALYSIS: EU seen resisting Poland’s call to slow climate effort, may bolster support measures. Poland’s plea to cancel or delay EU climate action and curb carbon market speculation is unlikely to gain enough support among the bloc’s leaders, experts said on Tuesday, although it could end up bolstering mechanisms to help poorer citizens cope.",20-October-2021 
"Euro Markets: EUAs plunge nearly 8% after technical breach triggers selling. EUAs lost more than €4 on Tuesday after prices breached technical support levels, which traders said triggered a rush of further selling despite a relatively stable energy complex.",20-October-2021 
"COMMENT: High anxiety in the EU ETS. Summer seems a long time ago now. Back in August and September, EU carbon was setting almost weekly records, European gas was nicely positioned at the top of the merit order, the European Commission was talking about climate ambition, and all was right with the world. And just three weeks later, the EU ETS finds itself in a time of high volatility and of high anxiety.",19-October-2021 
"Euro Markets: EUAs drop to seven-week low as gas weakens after Ukraine auction. EUAs fell steeply to a seven-week low at the end of Monday’s session, after having held at around Friday’s close for much of the afternoon. Gas prices retreated steadily even after Russia’s Gazprom declined to book additional transshipment capacity through Ukraine.",19-October-2021 
"Russia sets MRV rules, eyes verifier network for domestic carbon market. The Russian government has taken more steps towards the development of a domestic carbon market, including setting MRV rules for companies and establishing a network of internationally-recognised emissions auditors.",19-October-2021 
"POLL: Analysts raise EU carbon price forecasts following gas spike, though some see downside risk. Analysts have raised their EU carbon price forecasts across the board to reflect the surge in gas prices and the ongoing influx of new speculative capital into the ETS, though some warned of possible downside risk ahead.",16-October-2021 
"Euro Markets: Carbon prices post 1.9% weekly gain despite late sell-off. EUAs posted a weekly advance of 1.9% despite a late sell-off on Friday, as energy markets fell ahead of Ukraine’s next gas pipeline capacity auction and carbon traders reacted to reports that Poland was proposing new measures to curb speculative trading.",15-October-2021 
"Prospective German coalition agreed on 2030 coal exit. Germany’s potential ‘traffic-light’ coalition has agreed on key policy issues as part of their efforts to form a government, including a coal exit by 2030, according to a document that will form the basis of further talks.",15-October-2021 
"EU pulling carbon pricing levers as US buckles in energy price squeeze. Soaring energy prices are pinching pocketbooks on both sides of the Atlantic, but the EU may be better equipped at softening the blow because of its carbon pricing system, a panel heard Thursday.",15-October-2021 
"EU nations show signs of outpacing climate goals, bringing higher ambition within reach -study. Several EU countries are overachieving in their national climate strategies, green groups and analysts said Thursday, in findings that suggest the bloc could feasibly raise its 2030 emissions target again to help meet global warming goals.",15-October-2021 
Euro Markets: Carbon rallies late amid energy surge. A late surge saw EUAs gain more than 4% on Thursday as aggressive buying drove prices higher amid a strong rally in natural gas.,15-October-2021 
"Russia’s VTB Group to launch carbon finance and trading business. Russian financial services company VTB Group is launching a division that will focus on carbon finance and trading, it announced Wednesday, four months after unveiling a partnership to develop an emissions marketplace.",14-October-2021 
Carbon Pulse hires new Brussels-based Climate and Energy Correspondent. Carbon Pulse has hired a new Climate and Energy Correspondent to cover what is a crucial time in Brussels.,14-October-2021 
"Euro Markets: EUAs range-bound as energy prices advance. Carbon was little changed in early Wednesday trade, with participants describing a “range-bound” market even as energy prices advanced.",14-October-2021 
"Brussels ‘toolbox’ avoids EU ETS intervention, asks for trading probe. The European Commission avoided calls for EU ETS intervention in its ‘toolbox’ of suggested measures for member states to tackle surging energy prices published on Wednesday, ruling out speculation as a major driver of higher carbon prices but still tasking officials to investigate further.",13-October-2021 
"Bulgaria targetting coal phaseout by 2040 at latest -PM. Bulgaria will target a coal phaseout by 2038 or 2040, caretaker Prime Minister Stefan Yanev told business this week.",13-October-2021 
Lawmakers urge EU to form ‘climate club’ of nations to escape border measures. EU lawmakers on Tuesday urged the EU to form an “international climate club” with other big emitting nations that would be shielded from the effects of the bloc’s proposed carbon border adjustment mechanism (CBAM).,13-October-2021 
"Euro Markets: EUAs weaken amid lower volatility across energy complex. EUAs weakened on Tuesday as participants eyed the steadily increasing pace of issuance of free allowances for 2021, while energy markets all fluctuated within a comparatively narrow range.",13-October-2021 
"Financing in September: Carbon funds have stellar month as allowance prices soar to new heights. Investors rejoiced as compliance-grade carbon funds had a stellar month in September, with allowance prices in several markets soaring to new all-time highs.",12-October-2021 
"Euro Markets: EUAs drift in low-key market as gas and power give up early gains. EUAs posted moderate gains in low-key trading on Monday, as traders absorbed margin adjustments for energy contracts while coal prices resumed their climb after big drops last week.",12-October-2021 
"EU leaders pushing for ETS alignment as part of climate reforms in Western Balkans. Western Balkan leaders were told this week that EU accession rests on significant reforms, including over 50 requirements for aligning with the bloc’s ETS and other climate and environmental ambitions.",9-October-2021 
Euro Markets: EUAs slide back below €60 for 6% weekly loss. EUAs tumbled back below €60 on Friday as participants wound down after a week of significant volatility in energy markets and ahead of at least one large member state starting free allocations next week.,9-October-2021 
"CARBON FORWARD 2021: EU industry to face diverging carbon costs from new policies. The EU’s heavy industry could face considerably different carbon costs through 2050 as proposed changes under the European Commission’s Fit for 55 package leads to variations between both sectors and locations, a conference heard this week.",8-October-2021 
"Poland to start handing out 2021 EUAs to industry next week. Poland will begin distributing free allowances to industrial installations for their 2021 output next week, its emissions trading authority confirmed Friday, while other member states are reported also to have begun issuing EUAs nearly eight months later than scheduled.",8-October-2021 
"Brussels’ energy crisis ‘toolbox’ will reportedly avoid EU ETS intervention measures. Governments should refrain from interfering in the EU ETS as part of efforts to deal with the jump in energy prices, the European Commission is expected to say next week when it unveils a ‘toolbox’ of emergency measures to help member states.",8-October-2021 
"RWE retains top spot in EU ETS corporate emitter list -report. German utility RWE held its place as the biggest corporate emitter in the EU ETS last year, amid a major drop-off in CO2 output among the market’s major polluters, a report found Thursday.",8-October-2021 
"Euro Markets: EUAs find support after early sell-off as energy continues to weaken. EUA prices bounced off technical support at a six-week low below €58 on Thursday after the previous session’s 9% plunge, while peripheral European energy markets continued to weaken amid significant volatility.",8-October-2021 
"CARBON FORWARD 2021: Do too many “tourists” spoil the EU ETS broth?. There are too many “tourists” in the EU carbon market, which cause allowance prices to follow “rubbish stuff”, thereby causing unnecessary volatility, a panel heard Wednesday.",7-October-2021 
"CARBON FORWARD 2021: Fuel-switching playing smaller role in EUA price formation -analysts. Fuel-switching economics are playing less of a role in European carbon price formation than financial flows, analysts said, adding that the role of non-compliance participants isn’t affecting the fundamentals of the EU ETS.",7-October-2021 
Euro Markets: Carbon plunges amid extreme energy volatility. EU carbon plummeted by as much as 9% on Wednesday amid numerous bearish pressures including reports of a big emitter unwinding hedges and selling relating to margin calls – all as energy prices swung wildly and EU lawmakers discussed Europe’s energy crisis and possibly curbs to ETS speculation.,7-October-2021 
"CARBON FORWARD 2021: UK carbon auction fails to sell out as linkage talk builds. The UK’s fortnightly carbon allowance auction failed to sell out on Wednesday, with just 80% of the units finding buyers amid below-market bids and an increased clamour by British industry to link the scheme to the EU ETS.",6-October-2021 
"CARBON FORWARD 2021: Key MEP urges EU to see past high energy prices, while Commissioners downplay ETS intervention. Current sky-high energy prices must not divert EU lawmakers from reforms to meet the bloc’s climate goals, a senior MEP said on Wednesday while the bloc’s ministers were divided on the issue.",6-October-2021 
"Japan state agency to develop standards for LNG emissions auditing. A Japanese government energy agency will commence work to develop a standard for the measuring of emissions from the LNG sector, it was announced this week.",6-October-2021 
"New index aims to show cost of carbon allowances in global context. A coalition of business and academics has launched a new global carbon pricing index that shows how the existing pricing mechanisms represent a small share of the worldwide total, in an effort to ramp up emissions-cutting ambition in line with the goals of the Paris Agreement.",6-October-2021 
"Euro Markets: Carbon pulled higher as record energy prices spark talk of new EUA sales. EUAs extended its gains for a third day, climbing to within less than 40 cents of its recent record high amid gains of more than 20% for some European energy contracts as the region faces up to continued fuel supply tightness and regulatory uncertainty over the Nord Stream 2 pipeline.",6-October-2021 
"New US-listed ETFs launched to track EU, California carbon allowances. Two new US-listed exchange-traded funds tracking European and California carbon allowances started trading on Tuesday, adding to the expanding field of options available for investors seeking exposure to compliance-based emissions trading schemes.",6-October-2021 
"Sell MSR carbon allowances to deal with EU energy crisis, Greece urges. Greece has proposed auctioning carbon allowances from the EU ETS’ Market Stability Reserve as a short-term measure to help raise cash to urgently deal with Europe’s energy crisis.",5-October-2021 
"Trafigura hires former Shell trader to lead Asia carbon trading operations. Commodities trader Trafigura has hired a former Shell trader to lead its carbon trading operations in Asia, Carbon Pulse has learned.",5-October-2021 
"FEATURE: Carbon traders, analysts face recruitment frenzy amid global market boom. Record carbon permit prices and the emergence of new emissions trading markets around the world are leading to a surge in demand for emissions traders and analysts, with multinational banks, oil majors, and commodity merchants stopping at nothing to poach top staff and aggressively build out their desks.",5-October-2021 
"Seeking EU membership, Western Balkan countries should plan coal exit -report. EU leaders meet with their Western Balkans counterparts on Wednesday to discuss the bloc’s criteria for EU accession – including climate and energy policy – while a report shows that a coal exit in the region by 2040 is feasible and cost effective, given the bloc’s looming border carbon levy on imports and other risks.",5-October-2021 
"Euro Markets: EUAs surge on firm energy, while UK carbon slides ahead of auction. EUAs on Monday rose to their highest since the market set a new record last week, as the new quarter encouraged traders to put on new positions while wider energy markets surged. Meanwhile, UKA slumped nearly 7% as traders looked ahead to Wednesday’s fortnightly auction.",5-October-2021 
"PM Johnson aims for fully clean UK power mix by 2035. UK Prime Minister Boris Johnson wants Britain to have a fully “clean” power grid by 2035, he said on Monday, aligning with expert views on how to meet the country’s climate goals.",4-October-2021 
"Austria unveils German-inspired carbon levy in tax overhaul. Austria will introduce a German-inspired carbon tax on domestic transport and building emissions from 2022, the conservative-greens coalition government announced Sunday as it unveiled larger tax reforms.",4-October-2021 
"Replace UK climate policies with a single carbon tax, think-tank recommends. The UK government should consider replacing its raft of climate policies and carbon pricing schemes with a single tax to help it more easily reach its mid-century net zero emissions target, a think-tank said early Saturday.",2-October-2021 
"Euro Markets: EUAs halt quarter-end losses, still post modest weekly decline. EUA prices declined 1.4% on the week after a day of moderate volume on Friday, while energy prices were mixed as the new quarter began.",2-October-2021 
"Despite snub, EU lawmakers may yet call for carbon market speculation curbs. A European Parliament resolution to seek restrictions on speculation in the bloc’s carbon market could still be tabled in the coming weeks, EU sources told Carbon Pulse on Friday, despite an initial rejection by political leaders.",2-October-2021 
"UK ETS on track to be world’s third carbon market to trigger price curbs. The UK’s carbon market faces the prospect of being the third ETS in the world to inject additional permits to try to restrain soaring prices, as the cost of permits in the nascent scheme has risen more than 40% above its Cost Containment Mechanism’s current trigger level.",1-October-2021 
"Former Gazprom emissions trading head lands at BP. The former head of environmental products at Gazprom’s trading arm has landed at UK oil major BP, Carbon Pulse has learned.",1-October-2021 
"EU lawmakers reject calls for motion on ETS speculation as member states plot further action on energy prices. The European Parliament’s political leaders on Thursday rejected calls for a resolution to seek restrictions on speculation in the bloc’s carbon market and other measures to calm the bloc’s soaring energy prices, instead opting to hold a debate with the other EU institutions.",1-October-2021 
"Euro Markets: Carbon eases back amid energy volatility as quarter ends. EUA prices declined on Thursday as sentiment turned bearish, while German power and TTF gas surged to new records as the month and quarter came to an end.",1-October-2021 
"Romania to front-load most of its pre-2032 coal plant closures under EU investment plan. Romania will phase out coal-fired power by end of 2032, with a majority of its 4.59 GW fleet being shuttered before 2026, according to a deal clinched with the European Commission.",30-September-2021 
"Euro Markets: EUAs rally as gas jumps further on tight winter supply outlook, as fund numbers climb. EUA prices ended Wednesday higher, shrugging off one of the worst-supported daily auctions since the EU began selling allowances, while natural gas prices hit new records as analysts predicted a tight market over the winter months.",30-September-2021 
"EUAs ripe to fall amid political uncertainty, weaker natural gas after winter -analyst. European carbon prices could be set for further downside after setting a new record this week, as uncertainty over the EU’s ‘Fit for 55’ package grows amid the start of political negotiations and as lawmakers amplify calls for a limit on speculation in the market, according to an analyst.",29-September-2021 
"EU’s 2nd largest political group calls for ETS spec curbs, Czech PM wants price cap, to help mute energy costs. The EU’s second largest political grouping is proposing to put forward next month a resolution in the European Parliament that calls for restrictions on speculation in the bloc’s carbon market as a way of calming soaring energy costs, while Czechia’s Prime Minister is reportedly urging for a cap on EUA prices.",29-September-2021 
"Four Korean ETFs to track EU, US carbon. Three South Korean asset managers have announced plans to launch a total four new exchange traded funds that will track carbon prices in the EU, California, and RGGI.",29-September-2021 
Euro Markets: EUAs post biggest loss in five weeks as gas market pares gains. EU carbon prices wiped out early gains on Tuesday as natural gas prices tumbled on news of increased flows from Russia and speculation grew over whether EU member states would act to counter the energy cost crisis.,29-September-2021 
"“Not acceptable” if Russia imposes carbon price only on exporters, says EU official. It would not be permissible for Moscow to only impose a carbon tax on exports as a means of shielding Russian firms from the impact of the EU’s border adjustment mechanism (CBAM), a senior EU official said on Monday.",28-September-2021 
"Euro Markets: Carbon sets new records as energy prices surge. European carbon prices extended Friday’s record highs in on Monday amid solid gains across the energy complex, as equities rallied and API2 coal rose to its highest in 13 years.",27-September-2021 
"German parties prepare to jostle for coalition standing following close election. Germany is set to head into coalition negotiations once again after exit polls suggested Sunday’s election failed to determine a clear winner, with the tension between energy prices and legal obligations under the country’s Climate Protection Law due to be key sticking points in determining who will rule Europe’s biggest economy.",27-September-2021 
"Commodities firm Gunvor parts ways with emissions trading boss. Gunvor’s head of emissions has parted ways with the trading house, joining the wave of wide-reaching staffing changes this year as carbon market experts become hot commodities themselves amid soaring permit prices.",25-September-2021 
"Norwegian Air faces €65 mln bill for EU ETS non-compliance. Norwegian Air Shuttle has been fined NOK 400 million (€40 mln) for failing to comply under the EU ETS earlier this year, despite data showing the airline had a sufficient supply of allowances and reports of managers taking home hefty bonuses.",25-September-2021 
"Euro Markets: EU and UK carbon post new all-time highs on buying surge as funds pile in. EU Allowance prices rose to a new record on Friday amid a surge of buying, while UKAs also set a new all-time high as funds piled in and buyers chased the market higher in an effort to secure supply.",25-September-2021 
"Rising EUA prices a factor in energy price rises, not yet impacting headline inflation -ECB. Rising EUA prices are playing a role in rising energy prices but have not had a material impact on European headline inflation to date, according to the European Central Bank. ",24-September-2021 
Judge says EU court should uphold withdrawal of carbon units from bankrupt airline. A judge has recommended that the EU’s highest court uphold a member state’s right to withdraw the free emissions permit allocation of a bankrupt airline.,24-September-2021 
"Euro Markets: EUAs flat while UKAs soar to new record amid lack of sellers. EUA ended the day virtually unchanged on Thursday even as volatility increased after Wednesday’s options expiry, while UK Allowances posted their second-biggest ever price increase to set a new record amid a lack of selling.",24-September-2021 
"Directors dash from ICIS as analysis firm deals with mounting resignations. Two directors have resigned from ICIS, Carbon Pulse has learned, with the commodity market intelligence firm also losing at least two senior carbon analysts in recent months.",23-September-2021 
"“Great buying opportunity” if EU carbon prices halve on gas retreat next year -analyst. EU carbon allowances could fall in value by as much as 50% from current levels by next summer should sky-high European gas prices retrace, an analyst has predicted, but this would present a “great buying opportunity”.",23-September-2021 
"COMMENT: “Nothing surpasses the beauty and elegance of a bad idea”. It hasn’t taken long for governments to notice the EU ETS, spitting out revenue at the rate of half a billion euros a week, and get the idea that here is a mechanism ready-made to be exploited at a time of crisis. But a new Greek proposal marks a “forehead-smacking moment” that betrays a worrying lack of understanding about the market and how it works.",23-September-2021 
"US carbon border adjustment bill could be non-WTO compliant -experts. A federal bill introducing a US carbon border adjustment mechanism (CBAM) may not pass WTO muster in the absence of a nationwide CO2 price, experts said Wednesday.",23-September-2021 
"EU lawmakers plan crunch decisions on climate package for early next year. The EU’s legislative bodies are planning to make key decisions on the bloc’s Fit for 55 climate proposals early next year, while the bloc’s energy ministers on Tuesday discussed an idea to hold extra EUA auctions to help shield households from rising energy costs.",23-September-2021 
"Euro Markets: EUAs gain after option expiry while UKAs advance to new record. EUAs posted gains on Wednesday after the expiry of the September options while UKAs hit a new record post-auction, with data showing that funds had built their net long position in European carbon to an all-time high.",23-September-2021 
"UK doles out £300k in new EU ETS fines, £1 mln for HFC breaches. The UK has fined seven companies including oil major ExxonMobil a total of more than £300,000 for not complying with their obligations under the EU carbon market.",22-September-2021 
"Euro Markets: Carbon rangebound as traders eye Wednesday options expiry. EU carbon allowances were relatively rangebound on Tuesday as the market stabilised after Monday’s volatility, with traders looking ahead to tomorrow’s expiry of the Sep-21 options.",22-September-2021 
"RWE in line for windfall EUA profit if German coal plant closures advanced -report. German utility RWE’s early hedging of its EUA exposure for the period to 2030 may earn it significant financial rewards if the country’s coal phaseout is brought forward from its scheduled 2038 deadline, according to media reports.",21-September-2021 
"Spain urges EU to curb carbon market speculation as part of measures to calm energy prices -media. Spain wants the EU to adopt measures to curb financial speculation in the ETS, outlining a number of proposals to calm the surging energy prices that are rattling the bloc currently.",21-September-2021 
"Poland vows to keep controversial lignite mine open after top EU court levies €500k daily fine. Poland has vowed to continue extracting coal at its Turow mine after being ordered by Europe’s top court to pay daily fines of €500,000 to the European Commission over the government’s refusal to adhere to an earlier ruling.",21-September-2021 
"Euro Markets: EUAs make gains amid further gas supply cuts. Carbon erased early losses on Monday and settled at their highest in a week, after natural gas prices jumped on news of cuts to LNG exports in the Mediterranean and little additional supply from Russia.",21-September-2021 
Utility Vattenfall ups 2030 emissions reduction target in 1.5C-alignment. Sweden-controlled utility Vattenfall has pledged to phase out coal by 2030 as part of a ramping up of its voluntary emissions reduction pledge designed to align with a 1.5C global warming scenario.,20-September-2021 
"COMMENT: Is the EU carbon price rally over?. So the latest peak in European carbon prices is over. EUAs climbed to a record of €63.35 on September 8 and have settled back at around €60 over the past week. I suppose the question is: is that it? Are we done for the year, or are prices going to stage yet another rally?",19-September-2021 
"CARBON FORWARD 2021: Amid global carbon credit boom, experts gather to discuss risks, opportunities. The sixth instalment of Carbon Forward – the premier annual environmental markets conference – is back, and it’s stacked with a first-class line-up of speakers to discuss the global boom in carbon credit prices, as well as government- and corporate-led efforts to scale up these markets.",18-September-2021 
"Euro Markets: EUAs fail to top €60 amid determined selling, post 2.4% weekly loss. EUAs ended the week 2.4% down from last Friday’s settlement as energy markets moderated their spectacular gains of earlier in the week, and determined EUA selling capped a carbon rally.",18-September-2021 
"Finland’s government to ease path for voluntary offsetting, ETS plans on hold. Finland’s government on Thursday moved to exempt voluntary offset trade from a law that restricted the practice to charities, a move expected to boost corporate buying and potentially spurring further requirements for corresponding adjustments for domestic carbon-cutting projects.",17-September-2021 
"FEATURE: With Merkel’s departure, German election to usher in new era of climate policies. German Chancellor Angela Merkel is preparing to step aside following the country’s Sep. 26 election, making room for a new era of climate policies, with the Green party platform the most detailed on meeting newly-raised domestic emissions targets and engaging at EU level.",17-September-2021 
"Euro Markets: Weaker carbon lags wider sell-off across energy complex. EUAs endured another volatile session on Wednesday as prices swung more than €1 in each direction, while participants speculated over whether more industrial plants will suspend operations due to gas prices nearing record highs, cutting potential demand for carbon.",17-September-2021 
"Al Gore-backed data project finds oil and gas emissions may be double estimates. A new emissions data project has found that emissions from oil and gas production may be twice as high as previously thought, as new technology builds a more accurate picture of global GHG output.",16-September-2021 
"CORRELATIONS: EU carbon link to gas breaks down as winter coal burn locked in. European carbon’s correlation to gas prices is dissipating as EUAs have retreated in recent days despite the fuel continuing to rally to new-all-time highs, analysis by Carbon Pulse shows.",16-September-2021 
